TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionAmount_Bin,CustomerAge_Bin,Target
TX000513,AC00127,539.81,2023-02-21 16:14:16,Debit,San Francisco,D000632,51.196.87.214,M064,Online,46.0,Engineer,177.0,1.0,2051.25,2024-11-04 08:09:05,0,2,5
TX000516,AC00480,363.53,2023-01-18 17:03:54,Debit,Kansas City,D000130,134.140.85.231,M068,ATM,63.0,Retired,142.0,1.0,1038.9099999999994,2024-11-04 08:10:57,2,3,6
TX000518,AC00122,358.18,2023-04-10 16:44:52,Debit,Boston,D000650,100.198.165.4,M028,ATM,18.0,Student,157.0,1.0,619.8599999999997,2024-11-04 08:07:58,2,1,8
TX000519,AC00067,167.2,2023-01-18 17:53:37,Debit,San Antonio,D000002,56.67.227.142,M036,Branch,30.0,Doctor,84.0,1.0,11320.83,2024-11-04 08:06:52,2,0,7
TX000520,AC00014,121.91,2023-06-26 18:39:52,Debit,Chicago,D000264,135.29.211.116,M015,Branch,60.0,Doctor,133.0,1.0,14510.8,2024-11-04 08:08:59,2,2,1
TX000521,AC00098,137.57,2023-12-11 17:26:22,Debit,Louisville,D000218,40.10.25.102,M067,Online,54.0,Engineer,70.0,1.0,5103.67,2024-11-04 08:11:22,2,2,4
TX000522,AC00345,534.62,2023-12-05 17:51:28,Debit,Oklahoma City,D000354,178.34.103.183,M007,Online,55.0,Doctor,45.0,1.0,13793.53,2024-11-04 08:06:35,0,2,5
TX000523,AC00360,463.92,2023-03-13 16:41:12,Debit,Mesa,D000533,199.103.32.145,M010,Online,50.0,Engineer,199.0,1.0,2403.39,2024-11-04 08:09:14,2,2,4
TX000524,AC00043,320.14,2023-01-31 16:58:42,Debit,Milwaukee,D000141,83.182.211.68,M021,Online,60.0,Retired,96.0,1.0,3075.97,2024-11-04 08:07:39,2,2,4
TX000525,AC00295,214.93,2023-05-15 17:02:15,Debit,Albuquerque,D000038,23.255.214.209,M038,Online,28.0,Student,52.0,1.0,7835.4,2024-11-04 08:08:51,2,0,0
TX000525,AC00313,660.02,2023-10-12 16:57:36,Debit,Nashville,D000462,77.7.223.184,M053,Branch,20.0,Student,84.0,1.0,414.4300000000003,2024-11-04 08:08:35,0,1,2
TX000527,AC00173,345.81,2023-06-26 16:10:57,Debit,Raleigh,D000417,191.82.103.198,M099,Branch,40.0,Engineer,135.0,1.0,6116.8,2024-11-04 08:12:14,2,0,7
TX000528,AC00364,143.54,2023-10-16 16:06:05,Debit,Philadelphia,D000432,83.207.115.164,M096,ATM,71.0,Retired,80.0,1.0,6067.62,2024-11-04 08:08:22,2,3,6
TX000531,AC00369,541.79,2023-08-11 16:43:45,Debit,Mesa,D000558,93.169.212.219,M098,ATM,22.0,Student,125.0,1.0,1454.08,2024-11-04 08:11:29,0,1,2
TX000532,AC00033,40.56999999999999,2023-02-13 17:02:27,Debit,Columbus,D000380,173.252.44.183,M096,Branch,26.0,Student,63.0,1.0,1476.9099999999999,2024-11-04 08:06:37,1,0,8
TX000534,AC00437,498.6700000000001,2023-12-05 16:19:23,Debit,Miami,D000690,89.6.100.149,M036,Online,28.0,Student,244.0,1.0,1719.9700000000003,2024-11-04 08:08:24,2,0,2
TX000535,AC00152,227.22,2023-03-27 18:52:04,Debit,El Paso,D000350,197.187.216.106,M074,ATM,53.0,Doctor,220.0,1.0,832.8199999999997,2024-11-04 08:11:56,2,2,6
TX000539,AC00183,59.44,2023-06-13 17:52:56,Debit,Chicago,D000479,64.15.0.66,M002,Online,35.0,Engineer,176.0,1.0,5472.03,2024-11-04 08:06:34,1,0,7
TX000541,AC00093,230.46,2023-04-25 17:33:27,Debit,Mesa,D000401,59.132.247.252,M003,Online,19.000000000000004,Student,179.0,1.0,162.52999999999975,2024-11-04 08:08:50,2,1,0
TX000545,AC00145,377.12,2023-08-14 17:12:27,Debit,Houston,D000321,112.56.160.202,M049,ATM,34.0,Engineer,61.0,1.0,836.6700000000001,2024-11-04 08:11:40,2,0,7
TX000547,AC00005,420.28,2023-05-17 17:28:25,Debit,Washington,D000677,110.150.1.201,M002,Branch,35.0,Doctor,144.0,1.0,8557.32,2024-11-04 08:09:01,2,0,7
TX000549,AC00041,124.59,2023-05-05 17:32:18,Debit,Charlotte,D000037,85.239.236.80,M025,Branch,27.0,Student,171.0,1.0,129.28999999999996,2024-11-04 08:09:21,2,0,0
TX000550,AC00257,73.88,2023-01-02 16:27:18,Debit,Charlotte,D000611,142.148.226.178,M015,Online,39.0,Doctor,34.0,1.0,6474.41,2024-11-04 08:09:09,1,0,7
TX000553,AC00158,245.93,2023-06-06 18:53:35,Debit,Fresno,D000096,219.98.242.240,M054,Branch,54.0,Engineer,172.0,1.0,7986.63,2024-11-04 08:11:58,2,2,6
TX000554,AC00086,622.41,2023-12-11 16:57:41,Debit,Indianapolis,D000680,134.222.122.238,M100,ATM,64.0,Doctor,125.0,1.0,7322.01,2024-11-04 08:07:48,0,3,5
TX000555,AC00322,43.72999999999999,2023-04-03 16:43:29,Debit,Omaha,D000631,194.88.79.54,M011,ATM,34.0,Doctor,145.0,1.0,9929.43,2024-11-04 08:10:33,1,0,7
TX000558,AC00402,770.65,2023-07-05 17:49:26,Debit,Jacksonville,D000118,161.161.26.115,M016,Online,31.0,Doctor,137.0,1.0,7198.8,2024-11-04 08:09:01,0,0,5
TX000559,AC00317,260.31,2023-02-28 16:46:55,Debit,Austin,D000404,195.226.203.234,M065,Branch,63.0,Doctor,113.0,1.0,10980.38,2024-11-04 08:12:03,2,3,1
TX000562,AC00301,119.88999999999999,2023-12-19 17:11:31,Debit,Tucson,D000013,166.79.195.157,M004,ATM,67.0,Doctor,60.0,1.0,6697.77,2024-11-04 08:09:02,2,3,6
TX000563,AC00216,106.38999999999999,2023-02-13 18:42:09,Debit,Virginia Beach,D000485,211.42.9.0,M003,Online,37.0,Doctor,281.0,1.0,9410.99,2024-11-04 08:10:32,2,0,7
TX000564,AC00223,12.039999999999992,2023-11-15 16:08:52,Debit,Fort Worth,D000535,31.127.129.152,M053,Online,37.0,Engineer,58.0,1.0,6213.32,2024-11-04 08:08:25,1,0,7
TX000567,AC00216,319.85,2023-07-26 16:44:22,Debit,Denver,D000589,219.31.152.129,M083,ATM,60.0,Doctor,148.0,1.0,711.6599999999999,2024-11-04 08:07:45,2,2,3
TX000570,AC00460,170.53,2023-02-06 18:59:44,Debit,Oklahoma City,D000140,158.135.64.240,M089,Branch,24.0,Student,58.0,1.0,801.0100000000002,2024-11-04 08:09:49,2,1,0
TX000572,AC00434,41.49000000000001,2023-04-24 16:47:20,Debit,Albuquerque,D000422,32.71.250.58,M027,Online,24.0,Student,13.0,1.0,928.3299999999999,2024-11-04 08:12:03,1,1,0
TX000574,AC00461,350.46,2023-12-08 16:16:02,Debit,Nashville,D000078,152.234.65.155,M023,Branch,51.0,Retired,165.0,1.0,5839.38,2024-11-04 08:06:32,2,2,4
TX000576,AC00013,33.460000000000036,2023-02-20 16:52:03,Debit,Seattle,D000617,189.248.139.91,M003,ATM,72.0,Retired,111.0,1.0,3641.07,2024-11-04 08:09:12,1,3,6
TX000577,AC00345,104.79000000000002,2023-08-07 16:06:32,Debit,Denver,D000531,80.247.6.83,M039,ATM,70.0,Doctor,223.0,1.0,1352.19,2024-11-04 08:10:07,2,3,6
TX000578,AC00013,246.27,2023-12-27 16:48:30,Debit,Fresno,D000102,144.91.150.133,M058,Online,29.0,Doctor,141.0,1.0,7299.86,2024-11-04 08:10:57,2,0,7
TX000579,AC00296,48.849999999999994,2023-12-08 16:45:12,Debit,Dallas,D000645,68.254.244.208,M049,ATM,19.000000000000004,Student,176.0,1.0,1503.56,2024-11-04 08:07:15,1,1,2
TX000580,AC00192,332.0,2023-04-27 16:27:41,Debit,Charlotte,D000101,197.23.128.119,M038,ATM,69.0,Retired,17.0,1.0,5943.13,2024-11-04 08:07:03,2,3,6
TX000581,AC00378,118.1,2023-10-31 16:49:13,Debit,Memphis,D000023,110.243.14.36,M071,Online,54.0,Engineer,167.0,1.0,895.6599999999999,2024-11-04 08:09:14,2,2,4
TX000583,AC00475,295.64,2023-12-14 17:31:18,Debit,Jacksonville,D000225,170.225.23.251,M021,Online,21.0,Student,82.0,1.0,1061.96,2024-11-04 08:10:41,2,1,2
TX000584,AC00022,514.33,2023-06-02 16:27:08,Debit,Philadelphia,D000478,218.54.207.160,M017,Branch,25.0,Student,160.0,1.0,1592.94,2024-11-04 08:12:17,0,1,8
TX000586,AC00362,94.59,2023-12-01 17:04:00,Debit,Washington,D000270,47.82.77.181,M085,Online,39.0,Doctor,34.0,1.0,6171.89,2024-11-04 08:10:37,1,0,7
TX000587,AC00170,80.43,2023-01-04 16:09:43,Debit,Columbus,D000483,157.47.114.20,M014,Branch,59.0,Retired,157.0,1.0,5987.67,2024-11-04 08:08:18,1,2,4
TX000588,AC00429,54.25,2023-07-31 16:51:50,Debit,Virginia Beach,D000353,51.250.122.123,M042,Online,68.0,Doctor,37.0,1.0,14783.33,2024-11-04 08:08:53,1,3,1
TX000590,AC00144,518.85,2023-10-23 18:37:47,Debit,Kansas City,D000100,73.54.203.165,M038,Online,22.0,Student,82.0,1.0,1806.0,2024-11-04 08:06:37,0,1,0
TX000591,AC00449,10.650000000000006,2023-04-24 16:24:49,Debit,Louisville,D000484,38.166.40.246,M081,Online,54.0,Doctor,161.0,1.0,13240.720000000001,2024-11-04 08:10:21,1,2,1
TX000593,AC00426,107.03,2023-03-06 18:27:13,Debit,Miami,D000628,221.23.158.87,M038,Branch,27.0,Student,73.0,1.0,1408.0699999999997,2024-11-04 08:12:13,2,0,0
TX000596,AC00471,346.11,2023-01-04 17:00:17,Debit,Dallas,D000362,130.92.201.49,M007,Branch,41.0,Engineer,213.0,1.0,9551.64,2024-11-04 08:08:03,2,2,4
TX000597,AC00037,138.06,2023-07-25 17:21:53,Debit,Charlotte,D000188,113.21.93.28,M099,Branch,44.0,Engineer,159.0,1.0,1070.4700000000003,2024-11-04 08:06:52,2,2,4
TX000598,AC00274,158.02,2023-09-20 17:09:14,Debit,New York,D000032,60.153.124.80,M026,ATM,49.0,Engineer,120.0,1.0,9374.24,2024-11-04 08:09:57,2,2,6
TX000601,AC00184,110.49000000000001,2023-10-31 17:06:47,Debit,Raleigh,D000449,187.52.200.18,M068,Online,57.0,Doctor,48.0,1.0,10483.93,2024-11-04 08:12:20,2,2,1
TX000602,AC00436,329.4,2023-12-25 16:30:09,Debit,Denver,D000692,104.155.121.252,M017,Online,34.0,Doctor,68.0,1.0,9588.07,2024-11-04 08:07:55,2,0,7
TX000603,AC00107,635.4,2023-09-19 16:55:00,Debit,Denver,D000002,215.97.143.157,M018,ATM,47.0,Doctor,106.0,1.0,1238.1099999999997,2024-11-04 08:11:45,0,2,5
TX000604,AC00203,769.97,2023-02-16 18:56:44,Debit,San Diego,D000393,24.129.74.189,M058,Branch,22.0,Student,23.0,1.0,1244.9300000000003,2024-11-04 08:09:51,0,1,0
TX000605,AC00398,175.07,2023-09-04 17:46:20,Debit,Chicago,D000379,147.125.143.41,M091,Branch,26.0,Student,169.0,1.0,1040.2500000000005,2024-11-04 08:08:15,2,0,2
TX000606,AC00312,7.310000000000031,2023-06-26 16:04:11,Debit,Las Vegas,D000060,160.160.113.117,M028,Branch,78.0,Retired,282.0,1.0,5757.67,2024-11-04 08:07:15,1,3,4
TX000610,AC00479,56.120000000000005,2023-09-13 18:49:55,Debit,El Paso,D000431,11.167.243.171,M049,ATM,30.0,Doctor,102.0,1.0,8839.67,2024-11-04 08:09:30,1,0,7
TX000613,AC00149,35.72999999999999,2023-06-12 16:48:03,Debit,Miami,D000693,205.69.66.135,M028,Branch,65.0,Doctor,87.0,1.0,9073.17,2024-11-04 08:11:09,1,3,1
TX000614,AC00084,3.4399999999999977,2023-01-19 17:24:30,Debit,Fort Worth,D000389,45.64.74.86,M004,ATM,78.0,Retired,108.0,1.0,7561.33,2024-11-04 08:12:20,1,3,6
TX000618,AC00366,115.11000000000001,2023-05-05 17:34:22,Debit,Albuquerque,D000632,190.164.160.79,M011,Online,28.0,Engineer,139.0,1.0,9808.97,2024-11-04 08:10:18,2,0,7
TX000619,AC00170,171.11,2023-05-15 16:52:24,Debit,San Francisco,D000172,55.154.161.250,M084,ATM,57.0,Retired,171.0,1.0,6324.09,2024-11-04 08:08:40,2,2,6
TX000622,AC00219,408.46,2023-03-01 16:17:46,Debit,Raleigh,D000669,201.95.180.152,M058,Branch,64.0,Retired,28.0,1.0,3140.79,2024-11-04 08:08:20,2,3,3
TX000625,AC00425,580.71,2023-09-20 16:37:48,Debit,Philadelphia,D000203,115.241.186.164,M046,ATM,53.0,Engineer,95.0,1.0,5670.0,2024-11-04 08:10:54,0,2,5
TX000627,AC00454,253.47,2023-06-14 17:07:08,Debit,Atlanta,D000388,81.248.235.147,M077,Branch,20.0,Student,238.0,1.0,220.51000000000022,2024-11-04 08:08:12,2,1,2
TX000628,AC00403,22.810000000000002,2023-05-29 17:53:03,Debit,New York,D000065,81.102.230.41,M083,Online,62.0,Retired,75.0,1.0,3634.76,2024-11-04 08:07:59,1,3,4
TX000632,AC00223,810.36,2023-01-17 16:59:03,Debit,Columbus,D000393,139.23.212.102,M081,ATM,20.0,Student,67.0,1.0,9239.12,2024-11-04 08:07:19,0,1,5
TX000633,AC00487,9.829999999999984,2023-07-24 17:04:17,Debit,Memphis,D000054,210.98.198.143,M004,ATM,24.0,Student,86.0,1.0,666.4200000000001,2024-11-04 08:09:03,1,1,0
TX000635,AC00275,340.05,2023-10-27 17:26:53,Debit,Detroit,D000196,163.58.140.206,M038,ATM,43.0,Engineer,37.0,1.0,7234.15,2024-11-04 08:07:43,2,2,6
TX000636,AC00482,283.45,2023-10-17 17:24:47,Debit,Chicago,D000399,128.16.32.183,M039,Branch,27.0,Engineer,127.0,1.0,2049.51,2024-11-04 08:08:51,2,0,2
TX000637,AC00357,100.99000000000001,2023-05-29 16:20:29,Debit,New York,D000466,109.105.179.186,M078,ATM,68.0,Doctor,114.0,1.0,8865.27,2024-11-04 08:09:12,2,3,1
TX000638,AC00026,90.88,2023-02-20 16:48:49,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,18.0,Student,176.0,1.0,3908.47,2024-11-04 08:07:13,1,1,8
TX000639,AC00416,655.15,2023-01-02 16:22:54,Debit,Seattle,D000626,11.167.243.171,M083,ATM,26.0,Engineer,264.0,1.0,5587.44,2024-11-04 08:07:15,0,0,2
TX000640,AC00058,320.55,2023-05-01 17:11:47,Debit,Milwaukee,D000549,199.6.127.153,M041,Online,50.0,Engineer,118.0,1.0,438.75,2024-11-04 08:08:14,2,2,4
TX000641,AC00170,41.50999999999999,2023-10-04 16:47:33,Debit,Phoenix,D000688,16.51.235.240,M084,Online,28.0,Student,48.0,1.0,609.6000000000004,2024-11-04 08:11:54,1,0,2
TX000644,AC00131,235.4,2023-09-26 17:02:25,Debit,Detroit,D000141,73.108.76.238,M038,Branch,28.0,Student,70.0,1.0,818.3599999999997,2024-11-04 08:10:13,2,0,0
TX000645,AC00176,159.32,2023-01-16 18:57:13,Debit,Seattle,D000446,37.227.215.145,M033,Branch,18.0,Student,100.0,1.0,304.4399999999996,2024-11-04 08:10:32,2,1,0
TX000648,AC00276,20.220000000000027,2023-03-10 18:26:19,Debit,Jacksonville,D000123,170.225.23.251,M003,ATM,43.0,Engineer,138.0,1.0,5515.32,2024-11-04 08:06:32,1,2,4
TX000649,AC00447,50.400000000000006,2023-03-27 17:02:44,Debit,San Antonio,D000565,44.197.126.59,M079,Branch,36.0,Doctor,84.0,1.0,1677.0100000000002,2024-11-04 08:07:17,1,0,7
TX000650,AC00143,73.88,2023-05-08 17:42:36,Debit,Los Angeles,D000405,134.140.85.231,M009,Branch,53.0,Retired,131.0,1.0,4055.55,2024-11-04 08:08:11,1,2,4
TX000651,AC00139,119.61000000000001,2023-03-14 16:21:01,Debit,San Diego,D000102,99.205.173.118,M017,ATM,33.0,Doctor,53.0,1.0,9899.94,2024-11-04 08:07:27,2,0,7
TX000653,AC00426,116.57999999999998,2023-08-31 16:38:18,Debit,Raleigh,D000646,20.147.6.179,M038,Branch,43.0,Engineer,247.0,1.0,2620.74,2024-11-04 08:06:50,2,2,4
TX000660,AC00182,67.57,2023-08-17 16:44:38,Debit,Charlotte,D000498,165.35.58.173,M093,Branch,37.0,Engineer,107.0,1.0,2766.12,2024-11-04 08:11:15,1,0,7
TX000661,AC00257,326.29,2023-12-06 17:10:35,Debit,Denver,D000184,6.44.165.160,M025,Online,56.0,Engineer,179.0,1.0,8171.26,2024-11-04 08:10:44,2,2,4
TX000662,AC00006,158.56,2023-02-28 17:28:13,Debit,Sacramento,D000027,218.238.171.184,M087,ATM,33.0,Doctor,100.0,1.0,5401.21,2024-11-04 08:10:48,2,0,7
TX000663,AC00424,56.02000000000001,2023-06-19 17:50:29,Debit,Memphis,D000455,81.248.235.147,M003,Online,27.0,Student,142.0,1.0,3548.02,2024-11-04 08:07:58,1,0,0
TX000669,AC00049,504.63,2023-11-13 17:07:10,Debit,Portland,D000129,77.21.150.75,M068,Online,60.0,Engineer,168.0,1.0,3806.16,2024-11-04 08:07:50,0,2,5
TX000671,AC00323,820.15,2023-12-18 16:33:01,Debit,Kansas City,D000281,13.188.62.74,M093,Branch,47.0,Doctor,181.0,1.0,8802.97,2024-11-04 08:10:34,0,2,5
TX000673,AC00497,8.370000000000005,2023-01-12 16:21:27,Debit,Chicago,D000425,142.184.68.230,M011,ATM,63.0,Retired,135.0,1.0,1106.3400000000006,2024-11-04 08:11:23,1,3,6
TX000675,AC00034,637.97,2023-10-23 17:17:18,Debit,New York,D000646,104.165.213.58,M066,Branch,58.0,Retired,90.0,1.0,7949.03,2024-11-04 08:07:56,0,2,5
TX000676,AC00286,13.52000000000001,2023-05-15 16:51:28,Debit,Seattle,D000584,167.67.137.223,M001,ATM,26.0,Student,65.0,1.0,259.77000000000044,2024-11-04 08:06:30,1,0,0
TX000677,AC00232,432.1,2023-03-20 16:28:17,Debit,San Francisco,D000264,182.84.41.229,M048,ATM,49.0,Engineer,240.0,1.0,2114.3,2024-11-04 08:10:16,2,2,6
TX000679,AC00136,642.68,2023-02-17 16:57:11,Debit,Fresno,D000269,56.116.189.0,M034,Branch,50.0,Doctor,94.0,1.0,8461.46,2024-11-04 08:08:38,0,2,5
TX000681,AC00328,139.71999999999997,2023-01-16 17:53:00,Debit,Memphis,D000516,219.98.242.240,M033,Branch,49.0,Engineer,201.0,1.0,5058.83,2024-11-04 08:08:24,2,2,4
TX000682,AC00356,499.99,2023-08-02 16:01:17,Debit,San Jose,D000100,9.230.41.239,M046,Branch,31.0,Engineer,296.0,1.0,8885.0,2024-11-04 08:09:05,2,0,7
TX000683,AC00312,10.069999999999993,2023-01-17 16:47:41,Debit,Albuquerque,D000494,23.92.205.75,M029,Online,24.0,Student,49.0,1.0,530.8099999999995,2024-11-04 08:08:57,1,1,0
TX000684,AC00242,120.62,2023-02-27 16:37:11,Debit,Raleigh,D000024,134.222.122.238,M087,ATM,23.0,Student,85.0,1.0,9379.53,2024-11-04 08:06:39,2,1,0
TX000685,AC00123,578.49,2023-10-16 17:46:51,Debit,Nashville,D000463,194.88.79.54,M032,Branch,59.0,Retired,180.0,1.0,6475.13,2024-11-04 08:06:50,0,2,5
TX000687,AC00370,280.92,2024-01-01 18:21:50,Debit,Phoenix,D000320,120.170.93.69,M048,Online,41.0,Doctor,168.0,1.0,5298.85,2024-11-04 08:06:41,2,2,4
TX000688,AC00330,42.420000000000016,2023-06-01 17:19:57,Debit,Sacramento,D000068,61.95.76.233,M042,Online,21.0,Student,102.0,1.0,490.5699999999997,2024-11-04 08:09:11,1,1,0
TX000689,AC00218,77.03,2023-06-19 16:57:53,Debit,Fresno,D000681,121.67.144.20,M030,ATM,67.0,Doctor,259.0,1.0,11310.27,2024-11-04 08:08:06,1,3,1
TX000690,AC00437,22.590000000000032,2023-03-27 16:12:36,Debit,Seattle,D000048,113.115.81.178,M060,ATM,62.0,Retired,45.0,1.0,3988.75,2024-11-04 08:08:22,1,3,6
TX000691,AC00287,568.76,2023-10-09 16:48:50,Debit,Baltimore,D000221,63.191.171.41,M097,ATM,51.0,Retired,155.0,1.0,7484.32,2024-11-04 08:12:09,0,2,5
TX000693,AC00465,105.94,2023-08-07 16:02:55,Debit,Oklahoma City,D000532,160.212.125.105,M074,Branch,51.0,Engineer,207.0,1.0,5963.1,2024-11-04 08:09:59,2,2,6
TX000697,AC00497,183.67,2023-06-26 16:11:29,Debit,San Diego,D000187,77.7.223.184,M085,Online,19.000000000000004,Student,238.0,1.0,910.2600000000002,2024-11-04 08:11:05,2,1,2
TX000698,AC00026,278.27,2023-04-10 16:47:55,Debit,Tucson,D000141,87.234.36.48,M027,Branch,29.0,Doctor,123.0,1.0,6684.34,2024-11-04 08:09:58,2,0,7
TX000699,AC00277,470.29999999999995,2023-09-12 18:46:45,Debit,Austin,D000695,41.110.46.150,M091,ATM,40.0,Doctor,88.0,1.0,8524.09,2024-11-04 08:08:00,2,0,7
TX000700,AC00116,261.69,2023-11-27 17:29:25,Debit,Philadelphia,D000117,197.52.3.107,M042,ATM,53.0,Retired,84.0,1.0,5126.65,2024-11-04 08:09:09,2,2,6
TX000701,AC00367,365.04,2023-03-06 16:29:57,Debit,Virginia Beach,D000232,86.220.59.252,M003,Branch,22.0,Student,94.0,1.0,873.8900000000003,2024-11-04 08:12:08,2,1,0
TX000702,AC00030,211.1,2023-09-14 16:58:48,Debit,Miami,D000653,19.228.76.177,M070,Branch,57.0,Retired,136.0,1.0,7059.77,2024-11-04 08:07:01,2,2,3
TX000703,AC00111,21.490000000000038,2023-05-04 16:51:17,Debit,Denver,D000108,60.43.160.195,M050,ATM,58.0,Doctor,240.0,1.0,11991.24,2024-11-04 08:08:08,1,2,1
TX000704,AC00220,63.579999999999984,2023-09-11 17:43:14,Debit,Columbus,D000081,163.129.70.210,M093,ATM,18.0,Student,199.0,1.0,8086.04,2024-11-04 08:11:56,1,1,8
TX000705,AC00295,321.86,2023-07-24 16:25:51,Debit,San Antonio,D000554,141.201.46.191,M005,ATM,63.0,Doctor,167.0,1.0,12626.49,2024-11-04 08:06:35,2,3,1
TX000707,AC00004,642.54,2023-05-10 18:49:20,Debit,Milwaukee,D000663,166.79.195.157,M025,Branch,44.0,Engineer,28.0,1.0,3143.17,2024-11-04 08:10:37,0,2,5
TX000710,AC00462,99.75999999999999,2023-08-07 16:21:37,Debit,Sacramento,D000501,38.164.132.63,M039,Branch,26.0,Student,131.0,1.0,416.8900000000003,2024-11-04 08:06:26,1,0,2
TX000711,AC00390,115.32,2023-07-25 17:24:07,Debit,Denver,D000663,211.45.75.44,M075,Branch,53.0,Retired,113.0,1.0,5929.08,2024-11-04 08:08:36,2,2,3
TX000712,AC00297,33.609999999999985,2023-08-21 17:25:00,Debit,Milwaukee,D000116,142.184.68.230,M014,Online,23.0,Student,72.0,1.0,479.0799999999999,2024-11-04 08:08:40,1,1,0
TX000714,AC00382,98.81,2023-09-04 16:48:13,Debit,San Francisco,D000430,38.210.156.148,M047,Branch,27.0,Student,91.0,1.0,797.1000000000004,2024-11-04 08:08:11,1,0,2
TX000715,AC00175,1.8700000000000045,2023-10-20 18:34:41,Debit,Washington,D000165,30.229.179.194,M014,ATM,65.0,Retired,147.0,1.0,7287.94,2024-11-04 08:09:48,1,3,6
TX000719,AC00467,105.53,2023-06-16 16:36:20,Debit,Chicago,D000003,53.131.194.183,M026,Online,24.0,Student,88.0,1.0,1433.6599999999999,2024-11-04 08:10:14,2,1,0
TX000720,AC00465,737.34,2023-03-20 17:45:22,Debit,Miami,D000041,93.146.251.20,M006,Online,30.0,Doctor,34.0,1.0,7336.56,2024-11-04 08:08:06,0,0,5
TX000721,AC00102,237.86,2023-02-06 17:48:39,Debit,Philadelphia,D000274,135.73.131.111,M044,ATM,18.0,Student,210.0,1.0,475.6300000000001,2024-11-04 08:10:20,2,1,8
TX000722,AC00119,409.61,2023-07-26 16:05:48,Debit,Kansas City,D000618,197.23.128.119,M024,Branch,65.0,Doctor,89.0,1.0,11698.15,2024-11-04 08:10:16,2,3,1
TX000724,AC00237,72.75,2023-05-01 16:30:03,Debit,Phoenix,D000413,105.136.156.29,M067,ATM,64.0,Doctor,15.0,1.0,12042.79,2024-11-04 08:07:19,1,3,1
TX000725,AC00279,39.110000000000014,2023-09-01 18:05:37,Debit,Columbus,D000241,196.121.240.10,M052,Online,26.0,Student,143.0,1.0,518.54,2024-11-04 08:08:27,1,0,0
TX000727,AC00043,729.38,2023-11-14 17:23:43,Debit,Los Angeles,D000443,99.205.173.118,M093,ATM,68.0,Doctor,90.0,1.0,9127.65,2024-11-04 08:08:16,0,3,5
TX000728,AC00012,137.49,2023-07-26 16:54:08,Debit,Fort Worth,D000159,42.61.10.112,M040,ATM,34.0,Engineer,50.0,1.0,4471.05,2024-11-04 08:07:04,2,0,7
TX000729,AC00244,504.7099999999999,2023-04-10 18:27:51,Debit,Detroit,D000009,24.148.92.177,M060,Online,29.0,Engineer,61.0,1.0,6214.54,2024-11-04 08:08:37,0,0,7
TX000731,AC00253,430.35,2023-02-20 17:23:03,Debit,Charlotte,D000096,217.233.219.196,M007,Online,36.0,Doctor,205.0,1.0,354.89999999999964,2024-11-04 08:10:51,2,0,7
TX000732,AC00394,230.32,2023-05-15 18:15:33,Debit,Las Vegas,D000272,49.174.157.140,M015,Branch,35.0,Engineer,56.0,1.0,791.46,2024-11-04 08:08:34,2,0,0
TX000733,AC00457,121.70999999999998,2023-09-05 17:02:23,Debit,Chicago,D000674,77.208.193.198,M015,ATM,52.0,Retired,140.0,1.0,5878.89,2024-11-04 08:11:23,2,2,6
TX000734,AC00046,98.87,2023-01-03 17:51:07,Debit,Detroit,D000058,219.31.152.129,M060,Online,20.0,Student,179.0,1.0,533.1999999999998,2024-11-04 08:06:58,1,1,0
TX000735,AC00010,117.55000000000001,2023-05-19 16:35:07,Debit,Fresno,D000088,4.101.189.38,M046,ATM,24.0,Student,35.0,1.0,897.9400000000005,2024-11-04 08:11:13,2,1,0
TX000736,AC00045,244.64,2023-02-21 18:41:39,Debit,Tucson,D000172,66.255.7.16,M072,Branch,30.0,Doctor,103.0,1.0,9159.56,2024-11-04 08:06:53,2,0,7
TX000737,AC00181,321.93,2023-12-04 18:27:11,Debit,Nashville,D000083,45.241.13.208,M092,ATM,45.0,Engineer,12.0,1.0,4392.73,2024-11-04 08:07:51,2,2,6
TX000740,AC00014,346.65,2024-01-01 16:17:13,Debit,Washington,D000077,43.98.242.106,M062,Online,30.0,Engineer,60.0,1.0,6356.96,2024-11-04 08:06:58,2,0,7
TX000742,AC00164,388.65,2023-02-21 16:02:33,Debit,Oklahoma City,D000284,40.244.94.218,M065,ATM,76.0,Retired,43.0,1.0,7896.85,2024-11-04 08:08:15,2,3,6
TX000743,AC00159,29.22,2023-07-06 18:16:05,Debit,San Antonio,D000432,44.67.137.125,M068,ATM,24.0,Student,151.0,1.0,1649.4300000000003,2024-11-04 08:09:03,1,1,8
TX000744,AC00360,46.75,2023-07-31 17:37:31,Debit,Chicago,D000469,196.244.194.198,M078,Branch,67.0,Retired,150.0,1.0,2840.43,2024-11-04 08:09:20,1,3,4
TX000745,AC00326,348.64,2023-06-09 17:12:09,Debit,San Jose,D000221,134.222.122.238,M098,Online,57.0,Retired,128.0,1.0,3274.96,2024-11-04 08:11:22,2,2,4
TX000746,AC00110,319.17,2023-01-11 16:58:02,Debit,Tucson,D000444,7.28.148.225,M088,Online,73.0,Retired,81.0,1.0,6501.56,2024-11-04 08:08:49,2,3,4
